,timestamp,message_id,MMSI,originator,callsign,ship_type,to_bow,to_stern,to_port,to_starboard,epfd,month,day,hour,minute,draught
798,2021-07-01T00:01:30.000Z,5,211226370,DEU,DCJK,60,4,10,2,2,1,6,21,8,0,0.6
799,2021-07-01T00:01:30.000Z,5,211472160,DEU,DH5010,99,6,13,1,4,0,4,29,18,0,1.4
800,2021-07-01T00:01:30.000Z,5,219675000,DNK,OZJA2,82,65,20,3,10,1,7,4,2,0,4.8
801,2021-07-01T00:01:30.000Z,5,219675000,SWE,OZJA2,82,65,20,3,10,1,7,4,2,0,4.8
802,2021-07-01T00:01:31.000Z,5,211617060,DEU,DB7848,55,7,5,1,2,0,4,12,11,0,1
803,2021-07-01T00:01:31.000Z,5,219003452,DNK,OX3098,70,11,3,2,2,1,4,30,0,0,2.3
804,2021-07-01T00:01:31.000Z,5,211727730,DEU,DD9075,80,0,0,1,0,0,6,30,16,0,1.4
805,2021-07-01T00:01:31.000Z,5,211511770,DEU,DB4313,20,72,14,4,6,1,7,29,9,16,0
806,2021-07-01T00:01:31.000Z,5,244620518,NLD,PH9575,60,30,2,3,3,0,10,18,13,0,1.1
807,2021-07-01T00:01:31.000Z,5,219236000,DNK,OXFE2,40,68,41,8,22,1,6,30,10,15,3
808,2021-07-01T00:01:31.000Z,5,538008340,SWE,V7A2256,79,172,27,9,23,0,7,20,20,0,10.7
809,2021-07-01T00:01:31.000Z,5,219020398,DNK,OWOY2,95,26,15,4,4,1,6,15,0,1,4
810,2021-07-01T00:01:32.000Z,5,211312160,DEU,DFLO,50,7,18,7,7,1,6,8,12,45,3
811,2021-07-01T00:01:32.000Z,5,258280000,NOR,JWWR,79,26,11,2,5,1,10,30,9,0,3.7
812,2021-07-01T00:01:32.000Z,5,211218820,DEU,Y4HK,90,28,52,7,7,1,4,5,10,0,5.5
813,2021-07-01T00:01:32.000Z,5,244700923,NLD,PD2769,60,26,6,5,1,0,7,21,18,20,0.8
814,2021-07-01T00:01:32.000Z,5,220282000,DNK,OVQK2,51,22,22,6,6,1,6,30,12,0,4.5
815,2021-07-01T00:01:32.000Z,5,253082000,DEU,LXHK,33,37,121,16,12,1,6,14,6,0,10.3
816,2021-07-01T00:01:32.000Z,5,273317810,NOR,UCTB,70,59,19,8,4,3,7,2,10,0,5.8
817,2021-07-01T00:01:32.000Z,5,250000275,DEU,EI5875,30,10,10,3,3,1,1,29,7,0,3.6
818,2021-07-01T00:01:32.000Z,5,244750916,NLD,PG7416,90,95,15,5,6,0,3,11,15,0,0.3
819,2021-07-01T00:01:32.000Z,5,211463520,POL,DIYB,52,5,23,5,3,1,8,8,16,0,3
820,2021-07-01T00:01:32.000Z,5,244995000,DNK,PHLZ,79,80,10,6,7,1,7,2,7,0,3.9
821,2021-07-01T00:01:33.000Z,5,244750319,NLD,PE5953,90,65,8,4,4,0,6,29,11,45,2.7
822,2021-07-01T00:01:33.000Z,5,244250602,NLD,PF7627,60,3,16,2,2,0,12,31,0,0,1
823,2021-07-01T00:01:33.000Z,5,219005465,DEU,OVTL2,50,8,9,2,2,1,5,9,0,1,1.6
824,2021-07-01T00:01:33.000Z,5,244615779,NLD,PD8231,60,10,42,6,6,0,6,29,0,0,1.7
825,2021-07-01T00:01:33.000Z,5,219027463,DNK,OZTY2,80,109,21,7,13,1,6,29,20,0,8.2
826,2021-07-01T00:01:33.000Z,5,244730297,NLD,PB9359,70,76,10,5,4,0,5,17,12,0,0
827,2021-07-01T00:01:33.000Z,5,305458000,DEU,V2EK3,70,126,12,5,16,1,6,6,9,0,6.4
828,2021-07-01T00:01:33.000Z,5,244112000,NLD,PCXP,90,15,2,2,2,0,9,28,13,0,1.7
829,2021-07-01T00:01:33.000Z,5,245693000,DEU,PDTI,52,15,15,1,12,1,6,28,22,0,2.5
830,2021-07-01T00:01:33.000Z,5,245693000,DNK,PDTI,52,15,15,1,12,1,6,28,22,0,2.5
831,2021-07-01T00:01:34.000Z,5,257173700,NOR,LJMV,69,7,7,2,3,1,1,1,1,1,0
832,2021-07-01T00:01:34.000Z,5,219005465,DNK,OVTL2,50,8,9,2,2,1,5,9,0,1,1.6
833,2021-07-01T00:01:34.000Z,5,257365500,SWE,LF5378,30,7,3,3,2,0,3,8,8,0,2.5
834,2021-07-01T00:01:34.000Z,5,257126540,NOR,LGBE,51,6,11,2,2,1,3,21,12,34,1.1
835,2021-07-01T00:01:34.000Z,5,257126540,SWE,LGBE,51,6,11,2,2,1,3,21,12,34,1.1
836,2021-07-01T00:01:34.000Z,5,218858000,DEU,DMLS,70,76,13,6,6,1,7,1,5,0,3.9
837,2021-07-01T00:01:34.000Z,5,255805984,NOR,CQIK4,79,127,13,10,10,1,6,30,22,0,5.2
838,2021-07-01T00:01:35.000Z,5,244641000,DNK,PCTO,33,42,16,3,12,1,6,13,23,0,3.8
839,2021-07-01T00:01:35.000Z,5,211337780,DEU,DICZ,36,24,0,2,4,1,6,30,17,0,2.9
840,2021-07-01T00:01:35.000Z,5,232015045,NOR,MCYF5,30,52,35,2,16,1,8,19,8,0,7
841,2021-07-01T00:01:35.000Z,5,244215000,DEU,PEAI,33,57,10,10,2,1,6,18,0,0,1.3
842,2021-07-01T00:01:35.000Z,5,261182611,POL,SR2611,89,50,7,2,6,0,7,1,0,30,1.4
843,2021-07-01T00:01:35.000Z,5,244870072,DNK,PDCI,33,120,23,11,10,1,6,29,18,0,8.5
844,2021-07-01T00:01:35.000Z,5,636015859,DEU,D5DE9,73,195,75,26,16,1,6,29,21,0,12
845,2021-07-01T00:01:36.000Z,5,255806372,NLD,CQEF9,70,90,15,4,11,0,7,5,20,0,3.7
846,2021-07-01T00:01:36.000Z,5,236734000,DEU,ZDRK5,59,36,57,6,12,6,6,25,4,0,5.9
847,2021-07-01T00:01:36.000Z,5,566222000,POL,9V8834,70,121,17,13,8,1,6,30,6,0,8.3
848,2021-07-01T00:01:36.000Z,5,277354000,DNK,LYSK,30,35,15,4,4,1,4,23,19,0,6
849,2021-07-01T00:01:36.000Z,5,277354000,SWE,LYSK,30,35,15,4,4,1,4,23,19,0,6
850,2021-07-01T00:01:36.000Z,5,244084000,NLD,PHXT,50,21,20,3,4,0,9,23,2,0,2.7
851,2021-07-01T00:01:36.000Z,5,477539200,DNK,VRTH3,80,226,49,26,22,1,7,16,13,30,13
852,2021-07-01T00:01:36.000Z,5,477539200,DEU,VRTH3,80,226,49,26,22,1,7,16,13,30,13
853,2021-07-01T00:01:36.000Z,5,211221870,DEU,DJNT,69,12,19,2,4,1,1,1,1,1,0
854,2021-07-01T00:01:36.000Z,5,219000647,DNK,XPC5035,90,8,7,2,3,1,6,29,0,0,2
855,2021-07-01T00:01:36.000Z,5,219629000,DNK,OWYZ2,71,146,253,30,30,1,6,30,2,0,11.9
856,2021-07-01T00:01:36.000Z,5,211643350,DEU,DG3057,33,15,6,8,13,1,1,1,0,0,1.6
857,2021-07-01T00:01:37.000Z,5,249997000,NOR,9HA4470,80,203,47,25,19,1,6,29,21,30,8.5
858,2021-07-01T00:01:37.000Z,5,305502000,DNK,V2QD5,70,76,12,7,6,1,6,28,9,0,4.1
859,2021-07-01T00:01:37.000Z,5,244013009,SWE,PDLL,89,100,15,8,8,1,7,1,21,30,7.1
860,2021-07-01T00:01:37.000Z,5,245431000,DEU,PBGI,52,15,7,4,4,1,6,29,14,0,2.2
861,2021-07-01T00:01:38.000Z,5,576483000,DEU,YJQG9,0,40,8,2,6,1,6,29,13,0,3.2
862,2021-07-01T00:01:38.000Z,5,231766000,DNK,OZ2096,70,74,21,10,6,1,7,2,6,0,4.6
863,2021-07-01T00:01:38.000Z,5,248717000,DEU,9HA4777,60,40,283,22,22,1,6,3,18,30,8.1
864,2021-07-01T00:01:38.000Z,5,273314430,LTU,UAQG,70,111,21,8,8,3,7,2,19,0,4.5
865,2021-07-01T00:01:39.000Z,5,258210000,NOR,LLNV,65,26,82,8,8,1,6,26,16,34,4
866,2021-07-01T00:01:39.000Z,5,248717000,DNK,9HA4777,60,40,283,22,22,1,6,3,18,30,8.1
867,2021-07-01T00:01:39.000Z,5,245815000,DEU,PFOC,70,70,10,7,3,1,6,26,12,0,3
868,2021-07-01T00:01:39.000Z,5,248275000,DNK,9HA4591,79,71,19,6,10,1,6,28,4,0,5.4
869,2021-07-01T00:01:39.000Z,5,257275900,SWE,SCAD,99,10,25,3,4,3,4,2,20,30,0.4
870,2021-07-01T00:01:39.000Z,5,211206980,DEU,DBBH,90,50,48,6,11,1,6,28,7,0,5.6
871,2021-07-01T00:01:40.000Z,5,636015816,DEU,D5CZ4,70,203,26,11,21,1,6,28,15,0,13.2
872,2021-07-01T00:01:40.000Z,5,244770397,NLD,PH9191,37,9,6,3,1,0,10,28,17,0,1.2
873,2021-07-01T00:01:40.000Z,5,244130689,FIN,PDFR,71,148,47,13,13,1,7,2,4,0,6.8
874,2021-07-01T00:01:40.000Z,5,257760600,NOR,LG8554,30,3,6,2,2,0,1,1,1,1,0
875,2021-07-01T00:01:40.000Z,5,236111603,DEU,ZDJJ8,70,75,11,6,6,1,7,1,7,0,4.4
876,2021-07-01T00:01:40.000Z,5,244790522,DEU,PCUP,84,85,15,7,10,1,6,27,6,0,6.7
877,2021-07-01T00:01:40.000Z,5,244740097,DEU,PI7902,0,70,10,2,47,0,7,6,6,23,0
878,2021-07-01T00:01:40.000Z,5,314020000,DNK,8PLR,79,70,13,5,6,1,7,1,3,0,3.1
879,2021-07-01T00:01:40.000Z,5,314020000,SWE,8PLR,79,70,13,5,6,1,7,1,3,0,3.1
880,2021-07-01T00:01:40.000Z,5,258829000,DNK,LAYK7,70,76,13,10,4,1,7,2,18,0,5.8
881,2021-07-01T00:01:40.000Z,5,258829000,SWE,LAYK7,70,76,13,10,4,1,7,2,18,0,5.8
882,2021-07-01T00:01:40.000Z,5,273314430,RUS,UAQG,70,111,21,8,8,3,7,2,19,0,4.5
883,2021-07-01T00:01:41.000Z,5,351074000,SWE,3FAS5,74,147,43,20,10,1,6,26,6,30,8.7
884,2021-07-01T00:01:41.000Z,5,211806620,DEU,DELW,59,16,12,2,4,0,6,22,10,0,2
885,2021-07-01T00:01:41.000Z,5,219007606,DNK,OU6719,30,3,7,2,2,1,11,14,0,0,0
886,2021-07-01T00:01:41.000Z,5,244190013,NLD,PCNW,51,8,7,3,2,0,10,25,13,30,0.8
887,2021-07-01T00:01:41.000Z,5,244780123,NLD,PH7466,37,14,6,3,3,0,8,31,17,8,0
888,2021-07-01T00:01:41.000Z,5,215373000,NLD,9HA5083,37,19,30,6,3,0,6,30,10,0,2.5
889,2021-07-01T00:01:42.000Z,5,244579000,NLD,PBYC,55,14,24,8,1,0,6,18,19,0,1.5
890,2021-07-01T00:01:42.000Z,5,269112910,DEU,HBY5341,37,15,20,4,4,1,6,23,12,0,2.5
891,2021-07-01T00:01:42.000Z,5,244780050,DEU,PG5601,79,33,9,3,4,0,8,25,12,0,0.2
892,2021-07-01T00:01:42.000Z,5,244670699,NLD,PD6779,60,25,60,5,5,0,2,24,13,0,1.7
893,2021-07-01T00:01:42.000Z,5,257017290,NOR,LEMZ,60,65,57,7,10,1,3,21,12,34,4
894,2021-07-01T00:01:42.000Z,5,314220000,DEU,8PTC,79,80,8,7,6,1,7,1,18,0,3.6
895,2021-07-01T00:01:43.000Z,5,244690569,DEU,PH2579,79,86,0,4,6,0,4,14,16,42,1
896,2021-07-01T00:01:43.000Z,5,211710650,DEU,DCPL2,52,12,12,5,6,1,6,4,15,30,5.5
897,2021-07-01T00:01:43.000Z,5,261458000,POL,SOWW,35,6,20,2,5,1,8,25,19,0,3.5
898,2021-07-01T00:01:43.000Z,5,211216490,DEU,DADR,52,12,16,5,4,1,6,23,17,0,4.4
899,2021-07-01T00:01:43.000Z,5,219622000,DNK,OZMH2,69,70,40,13,13,1,12,30,23,39,4.8
900,2021-07-01T00:01:43.000Z,5,219622000,SWE,OZMH2,69,70,40,13,13,1,12,30,23,39,4.8
901,2021-07-01T00:01:43.000Z,5,211463520,DEU,DIYB,52,5,23,5,3,1,8,8,16,0,3
902,2021-07-01T00:01:43.000Z,5,235069624,DEU,2BVG5,69,9,12,4,2,1,3,21,15,0,1.8
903,2021-07-01T00:01:43.000Z,5,577266000,NLD,YJTW4,90,20,9,5,3,0,6,24,10,0,3.5
904,2021-07-01T00:01:43.000Z,5,219230000,SWE,OVIC2,69,40,70,14,14,1,12,6,18,0,5
905,2021-07-01T00:01:43.000Z,5,219230000,DNK,OVIC2,69,40,70,14,14,1,12,6,18,0,5
906,2021-07-01T00:01:44.000Z,5,265009000,SWE,SEYB,90,30,40,9,7,1,6,13,23,0,5.8
907,2021-07-01T00:01:44.000Z,5,244670102,DEU,PD5117,80,86,0,5,5,0,6,20,23,23,3
908,2021-07-01T00:01:44.000Z,5,231074000,DNK,OZ2070,90,20,35,4,8,1,6,19,9,0,3.2
909,2021-07-01T00:01:44.000Z,5,576046000,DNK,YJVZ2,99,0,0,0,0,1,5,29,11,0,3.6
910,2021-07-01T00:01:44.000Z,5,219007679,DNK,OUGQ,35,14,15,2,5,1,7,7,7,7,2.7
911,2021-07-01T00:01:44.000Z,5,244660038,NLD,PE3020,70,63,0,4,4,0,4,6,22,59,3
912,2021-07-01T00:01:44.000Z,5,220614000,DNK,OUOH2,80,68,22,4,11,1,6,30,20,30,5.6
913,2021-07-01T00:01:45.000Z,5,305690000,SWE,V2FJ2,0,111,19,10,7,1,7,2,4,0,5.7
914,2021-07-01T00:01:45.000Z,5,219013739,DNK,XPE2066,36,9,2,2,2,0,7,3,10,30,1.6
915,2021-07-01T00:01:45.000Z,5,538008262,NOR,V7A2157,80,150,33,9,21,1,6,22,21,0,7.1
916,2021-07-01T00:01:45.000Z,5,220334000,DNK,XP2359,30,15,0,2,2,1,12,12,0,0,25.5
917,2021-07-01T00:01:45.000Z,5,257076220,DNK,LAHX8,70,82,7,6,7,1,6,30,10,0,5.8
918,2021-07-01T00:01:45.000Z,5,219002586,DNK,OU8709,30,10,4,2,2,1,1,1,0,0,0
919,2021-07-01T00:01:46.000Z,5,244007000,NLD,PCAB,36,25,11,1,5,0,4,12,12,0,2.7
920,2021-07-01T00:01:46.000Z,5,219019887,DNK,OWNX,0,50,50,9,9,1,2,28,22,46,2.9
921,2021-07-01T00:01:46.000Z,5,244190095,NLD,PDLG,40,13,8,2,4,0,2,19,9,0,1.7
922,2021-07-01T00:01:46.000Z,5,211595610,DEU,DC4782,60,30,30,7,7,0,12,31,23,20,2.7
923,2021-07-01T00:01:46.000Z,5,266262000,DEU,SKIH,69,11,172,14,14,1,7,1,9,15,7.1
924,2021-07-01T00:01:46.000Z,5,229561000,DNK,9HA3407,82,114,29,11,10,1,7,2,8,0,7.1
925,2021-07-01T00:01:46.000Z,5,219689000,DNK,OWCZ,30,30,10,3,6,1,2,20,6,0,6.5
926,2021-07-01T00:01:46.000Z,5,245119000,NLD,PHCG,59,21,9,6,6,0,5,4,6,0,1.5
927,2021-07-01T00:01:47.000Z,5,566222000,DEU,9V8834,70,121,17,13,8,1,6,30,6,0,8.3
928,2021-07-01T00:01:47.000Z,5,219014412,DNK,OXUX2,33,10,17,4,5,1,8,12,12,0,2.2
929,2021-07-01T00:01:47.000Z,5,257081000,DNK,LANS7,80,75,7,7,6,1,7,1,23,0,4.6
930,2021-07-01T00:01:47.000Z,5,538003646,DNK,V7SG3,34,31,85,14,8,1,6,30,23,0,6.5
931,2021-07-01T00:01:47.000Z,5,211727510,DEU,DKDF2,69,22,148,15,12,1,12,31,0,0,5.2
932,2021-07-01T00:01:47.000Z,5,255623000,DEU,CQSF,80,94,25,14,3,1,7,1,22,15,6.8
933,2021-07-01T00:01:47.000Z,5,563101700,DNK,9V6249,80,82,17,4,13,1,6,30,6,0,6.1
934,2021-07-01T00:01:47.000Z,5,563101700,SWE,9V6249,80,82,17,4,13,1,6,30,6,0,6.1
935,2021-07-01T00:01:47.000Z,5,311000330,DEU,C6BP8,69,18,150,18,10,1,7,1,3,40,6.4
936,2021-07-01T00:01:47.000Z,5,311000330,DNK,C6BP8,69,18,150,18,10,1,7,1,3,40,6.4
937,2021-07-01T00:01:47.000Z,5,311000330,SWE,C6BP8,69,18,150,18,10,1,7,1,3,40,6.4
938,2021-07-01T00:01:47.000Z,5,219016873,DNK,OZRT2,40,10,15,3,3,4,6,17,19,0,2
939,2021-07-01T00:01:48.000Z,5,211267780,NOR,DFAC,30,21,10,1,7,1,9,23,14,0,3
940,2021-07-01T00:01:48.000Z,5,244557000,DNK,PHNX,70,74,15,6,6,1,7,1,22,0,5.5
941,2021-07-01T00:01:48.000Z,5,236481000,DNK,ZDIS8,71,127,7,11,12,1,7,1,13,0,7.9
942,2021-07-01T00:01:48.000Z,5,211890000,POL,DJEH,69,10,58,4,6,1,8,12,18,30,2.4
943,2021-07-01T00:01:48.000Z,5,269057061,NLD,HE7060,90,31,79,7,5,0,1,3,8,6,0.2
944,2021-07-01T00:01:48.000Z,5,211290000,DEU,DFMD,30,19,4,3,3,1,1,1,0,0,0
945,2021-07-01T00:01:48.000Z,5,244615594,NLD,PA2018,90,98,12,4,8,0,6,30,16,41,0
946,2021-07-01T00:01:48.000Z,5,566579000,NLD,9V3281,80,149,35,22,6,0,7,5,23,0,7.3
947,2021-07-01T00:01:49.000Z,5,740339000,DNK,ZDLP,99,44,56,9,9,1,4,11,11,0,6.3
948,2021-07-01T00:01:49.000Z,5,258728000,NOR,LAJL6,90,40,90,15,13,1,6,22,20,0,6.3
949,2021-07-01T00:01:49.000Z,5,246670000,SWE,PBYB,70,100,14,7,7,0,6,29,15,0,3.7
950,2021-07-01T00:01:49.000Z,5,246670000,DNK,PBYB,70,100,14,7,7,0,6,29,15,0,3.7
951,2021-07-01T00:01:49.000Z,5,258144000,NOR,LIHI,70,11,12,3,3,1,3,21,12,34,0
952,2021-07-01T00:01:49.000Z,5,308445000,DEU,C6VE9,60,50,142,14,14,1,2,10,15,0,7.1
953,2021-07-01T00:01:49.000Z,5,636092846,DEU,D5QM5,70,120,12,6,10,1,4,27,11,0,4.5
954,2021-07-01T00:01:49.000Z,5,205294000,NLD,OPWZ,30,10,9,3,4,0,6,15,10,0,3.5
955,2021-07-01T00:01:49.000Z,5,304010366,DEU,V2HO,79,56,12,8,3,1,7,2,17,0,2.7
956,2021-07-01T00:01:49.000Z,5,258573000,NOR,LANU,60,47,47,8,8,1,3,21,12,34,3.7
957,2021-07-01T00:01:49.000Z,5,258003760,NOR,LGLK,58,9,13,3,4,1,1,1,1,1,0
958,2021-07-01T00:01:49.000Z,5,211626290,DEU,DF8347,33,14,5,3,2,0,1,1,0,0,1.1
959,2021-07-01T00:01:49.000Z,5,257030000,NOR,LESS,50,12,6,3,3,1,3,30,19,0,1.1
960,2021-07-01T00:01:49.000Z,5,353197000,DEU,HO8081,70,59,6,5,6,1,5,11,20,0,1.8
961,2021-07-01T00:01:50.000Z,5,269057711,NLD,HE7711,60,5,130,11,6,0,5,3,18,0,1.7
962,2021-07-01T00:01:50.000Z,5,232013113,SWE,MCJD8,30,18,10,4,4,1,6,28,7,0,0
963,2021-07-01T00:01:50.000Z,5,273299950,SWE,UBFW5,70,126,11,14,5,1,7,8,23,0,5.7
964,2021-07-01T00:01:50.000Z,5,246358000,DNK,PCBO,79,108,20,8,8,1,7,4,12,0,6.6
965,2021-07-01T00:01:50.000Z,5,305537000,DNK,V2ES6,70,99,16,3,13,1,7,5,7,0,4.5
966,2021-07-01T00:01:50.000Z,5,305537000,DEU,V2ES6,70,99,16,3,13,1,7,5,7,0,4.5
967,2021-07-01T00:01:50.000Z,5,246248000,DEU,PDGZ,79,72,16,7,7,1,6,26,16,0,6.4
968,2021-07-01T00:01:50.000Z,5,304010366,DNK,V2HO,79,56,12,8,3,1,7,2,17,0,2.7
969,2021-07-01T00:01:50.000Z,5,246873000,DEU,PCPU,70,14,94,8,8,1,7,1,6,0,4.1
970,2021-07-01T00:01:50.000Z,5,246873000,DNK,PCPU,70,14,94,8,8,1,7,1,6,0,4.1
971,2021-07-01T00:01:50.000Z,5,211320900,DEU,DK3730,99,7,6,2,2,0,1,1,11,11,0.2
972,2021-07-01T00:01:51.000Z,5,244850687,DEU,PA5808,0,0,0,0,0,0,10,19,10,46,1
973,2021-07-01T00:01:51.000Z,5,232013113,DNK,MCJD8,30,18,10,4,4,1,6,28,7,0,0
974,2021-07-01T00:01:51.000Z,5,273299950,EST,UBFW5,70,126,11,14,5,1,7,8,23,0,5.7
975,2021-07-01T00:01:51.000Z,5,259395000,NOR,LNDY,60,19,29,12,0,1,3,21,12,34,5
976,2021-07-01T00:01:51.000Z,5,209210000,DEU,5BXU4,89,85,9,6,7,1,7,2,3,0,4.2
977,2021-07-01T00:01:51.000Z,5,259908000,NOR,LCON,52,10,18,5,5,1,6,23,8,30,4.2
978,2021-07-01T00:01:52.000Z,5,219000191,DNK,OVMT,51,12,12,2,4,1,2,21,13,0,2.5
979,2021-07-01T00:01:52.000Z,5,211224560,DEU,DQKT,33,48,17,6,6,1,6,25,15,0,1.8
980,2021-07-01T00:01:52.000Z,5,211588680,DEU,DD7445,52,6,17,2,2,0,8,25,0,0,2.8
981,2021-07-01T00:01:52.000Z,5,258129000,DNK,LEGD,70,12,58,8,4,1,6,20,12,0,4.2
982,2021-07-01T00:01:52.000Z,5,244944000,SWE,PDSV,89,96,21,12,6,1,7,1,21,0,6.8
983,2021-07-01T00:01:52.000Z,5,304407000,DEU,V2BY9,70,85,15,7,6,1,6,29,20,0,4.5
984,2021-07-01T00:01:52.000Z,5,218298000,DEU,DFKL,99,14,25,4,4,1,5,18,14,0,3
985,2021-07-01T00:01:53.000Z,5,244060659,DNK,PCUO,33,20,64,5,14,1,6,9,12,0,5
986,2021-07-01T00:01:53.000Z,5,211224560,DNK,DQKT,33,48,17,6,6,1,6,25,15,0,1.8
987,2021-07-01T00:01:53.000Z,5,257957000,NOR,LDWW,90,20,62,8,9,1,7,1,9,0,5.7
988,2021-07-01T00:01:53.000Z,5,219121000,DNK,OUOS,30,31,9,1,7,1,3,23,0,0,0
989,2021-07-01T00:01:53.000Z,5,255805753,DEU,CQCC,80,79,22,8,8,1,6,30,18,0,5.4
990,2021-07-01T00:01:54.000Z,5,209681000,DNK,5BHH5,70,75,14,2,11,1,6,29,10,0,3.8
991,2021-07-01T00:01:54.000Z,5,209988000,SWE,5BNB5,60,21,151,4,22,1,4,29,13,0,5.1
992,2021-07-01T00:01:54.000Z,5,219001266,DNK,OYOT,60,39,1,3,4,1,6,26,13,0,2.9
993,2021-07-01T00:01:54.000Z,5,211778450,DEU,DK8241,99,11,19,2,7,0,4,17,12,0,0
994,2021-07-01T00:01:54.000Z,5,247353800,DNK,IBGU,60,40,260,24,24,1,6,30,17,0,8.3
995,2021-07-01T00:01:54.000Z,5,247353800,SWE,IBGU,60,40,260,24,24,1,6,30,17,0,8.3
996,2021-07-01T00:01:54.000Z,5,219438000,DNK,XPC8537,90,30,30,30,30,1,9,6,10,22,0
997,2021-07-01T00:01:55.000Z,5,244910000,SWE,PBAB,70,98,13,11,4,1,7,6,8,0,6.2
998,2021-07-01T00:01:55.000Z,5,209515000,DNK,5BEG5,79,152,18,13,14,0,7,2,13,0,9.4
